status,aircraft,travel_type,travel_class,route,date,seating_comfort,staff_service,food_quality,entertainment,wifi,ground_service,value_for_money,recommended,overall_rating,review
Not Verified ,,Solo Leisure,Economy Class,Milan to Dallas via London ,November 2022,2.0,5.0,2.0,2.0,2.0,2.0,1,no,1," Worst experience ever. Outbound flight was cancelled and I was not notified. I was rebooked on a very uncomfortable trip. Inbound flight delayed 1 hour, also not notified. On top of it, they boarded my hand luggage, which was the only bag I had. Extra wait in Milan then. Food is horrible."
✅ Trip Verified ,Boeing 787-8,Solo Leisure,Economy Class,Baltimore to London Heathrow,November 2022,1.0,3.0,3.0,1.0,,2.0,3,yes,5,"  Check in was a shambles at BWI, just 3 counters open for a very full flight. The bag drop queue was even longer than the regular check-in queue! Boarding was done by zones so that was carried out reasonably well. Once on board, the FAs were fine, not as engaging on my outbound flight to IAD. The aircraft was cramped and the seats in economy were horrible. I was seated in an aisle seat (row F) where there is an entertainment box taking up a third of your legroom. Overall, very cramped seat, poor legroom and awful IFE screens. The meal was mediocre and there was no bar service before the meal this time. On lading, we were served a hot sandwich which had oozing cheese all over the wrapper so it was not pleasant to handle but tasted very good! The plane landed at a remote stand which meant that we had to be bussed to T5 and since it was raining, it was not a nice experience. Overall, I rate this just as a mediocre journey."
✅ Trip Verified ,,Couple Leisure,Business Class,Dubai to Belfast via London,October 2022,3.0,3.0,3.0,2.0,2.0,1.0,1,no,1, Beyond disgusted with the fact that my baggage has yet to be delivered to me after 5 weeks of emails and calls to BA. Two pieces reported 29th September. BA responses are generic non specific and all attempts to speak to a customer service worker are obstructed. All this from an airline touting its values and claiming yo be one of the best in the world. Disgraceful does not fully describe their customer service.
✅ Trip Verified ,,Couple Leisure,Economy Class,Dallas to Bologna via London,July 2022,5.0,5.0,,,,1.0,1,no,1," On July 19th 2022 I had submitted a complaint form with regards to the fact that BA had misplaced our luggage during our wedding trip to Italy and we've lost 2 days and incurred additional expenses in retrieving them, for which I had provided all copy of receipts for. I requested for my expenses to be reimbursed, they agreed, I sent all requested information and was told in 2 weeks I will be receiving it. It's 4 months later and British Airways has not processed my reimbursements and stopped answering my follow-ups on the matter."
✅ Trip Verified ,,Solo Leisure,Economy Class,San Francisco to London,October 2022,,,,,,1.0,1,no,1,"  I booked the flight on Oct 8, but have to cancel the flight on the same day after learning that I can't get my entry visa in time for the flight. And I did receive a confirmation email says my flight was canceled. But in the cancellation email, the booking reference number is a different one. So I requested cancellation, but BA canceled another person's flight and sent the confirmation to my email? I assumed that my flight was canceled, but after more than 3 weeks, I still have not received any refund, so I reached out, and it turned out my flight is still on?! And it is getting even more ridiculous when you try to reach out to BA. I tried multiple different ways, phone calls, and emails, but none was able to investigate what actually happened nor has the authority help cancel my flight without paying penalty. Based on my experience, no ones reads your email carefully, no matter how much context you put in. Given all I have experienced, I have zero faith in British Airways."
✅ Trip Verified ,A320,Solo Leisure,Economy Class,London Heathrow to Gibraltar,October 2022,2.0,1.0,1.0,,,3.0,3,no,6,  London to Gibraltar on 25th October 2022. I booked my flight several months ahead of travel and was rather disappointed by the experience.  BA attempt to nickle and dime the customers with outrageous seat selection prices. Offering of a very small bottle of water and a nutribar as a breakfast and one gains the impression of where BA aim to be positioned at of late. The A320 has was no inflight entertainment or a route map. The staff disappeared for most of the flight. The flight was punctual but I felt cheated and under whelmed by the experience. 
Not Verified ,Boeing 777,Solo Leisure,Business Class,London Heathrow to Nairobi,October 2022,3.0,1.0,1.0,2.0,1.0,1.0,1,no,1,"  I’ve generally been a loyal Gold status flyer with BA if they fly the route I’m after but my recent flight to Nairobi was about as abysmal as you can get. We should have departed at 10:20 but after continuous delays finally left 4.5 hours late, not ideal when you’ve then got an 8hr + flight. Staff informed us virtually as we took off that the meal and drinks service would be started and completed asap as they needed to get rest because of hours we had been delayed. They couldn’t get it out and away quickly enough. That was then basically the last you saw of them until they came around an hour or so before landing. I sincerely hope they enjoyed their rest because when you pay full fare for business class service you actually expect a service. They were all extremely miserable and clearly didn’t want to be on board. We’re still waiting for you to pay our compensation that has been awarded to us by the official ombudsman in July for the cancellation of our flight to Miami in March. This was cancelled at 3am for the 2:30 pm flight !"
✅ Trip Verified ,A350-1000,Solo Leisure,Business Class,London to Los Angeles,October 2022,5.0,4.0,5.0,5.0,5.0,3.0,5,yes,9,"  A great flight. The suites on this aircraft really provide maximum comfort. British has returned to full service so meals were coursed, menus and hot towels provided…etc Food was quite good with choices provided for both meals. Service was ok, I prefer to have the same person serving me rather than a hodge pudge but that’s my preference. Entertainment was good as was connectivity. No real complaints except a minor one. The tray table seemed far from me while eating in its closest position. I actually felt like I was in a true business class, not by Qatar’s standards, but that’s another story."
✅ Trip Verified ,A320,Solo Leisure,Business Class,Copenhagen to Heathrow,October 2022,3.0,5.0,5.0,,5.0,4.0,5,yes,9,"  I am happy to say that this flight was quite good. Except for the second rate Euro business seating, everything was very well done. A friendly, informative cabin crew served a good hot breakfast while being very communicative to folks nervous about Heathrow transit. Well done. Unfortunately, a bus gate was used upon arrival."
✅ Trip Verified ,A320,Family Leisure,Economy Class,Larnaca to London,October 2022,1.0,2.0,1.0,1.0,,2.0,2,no,3,"  Just a few years ago flying on BA was enjoyable, but times have changed. These days about five hours on board the plane is no fun at all. The Terminal 5 experience still feels classy, and on the way out it felt well staffed and efficient. On board though, it’s just become an experience to be endured. BA’s mean decision to split seats into nicer for the first half of the plane, and nastier for the rest underlines this. There is no entertainment, no magazine. Refreshment purchases are brought to the seat after ordering from an app. There is no attempt to provide fresh or hot food on the day, despite the competition being able to do this. Is it too much to ask for, when trapped on board for five hours? You get a free tiny bottle of water and a small cereal bar. On the outbound flight the crew collected rubbish just once before landing, but helpfully tied a bag around a toilet door down the back in case anyone wanted to fight their way past and clear things up themselves. Recline buttons have been deleted on the seats and the seat pitch feels squeezed. On the return flight, for one reason or another due to BA’s delays from the previous day, we were just under two hours late getting off the plane late in the evening and some passengers couldn’t travel at all because there were not enough crew. The cabin crew were nonetheless distinctly more professional on this flight. Altogether, I would say good things if there were any - but it’s hard to think of anything I could recommend BA for; and that is a pity, because it used to be a professional company to deal with and a pleasure worth looking forward to when making European journeys."
✅ Trip Verified ,Boeing 787-10,Couple Leisure,Business Class,Atlanta to London,October 2022,5.0,4.0,4.0,5.0,5.0,5.0,4,yes,9,"  A very positive experience with BA. Seats were new style club seats and very comfortable for sleep. Food was fine but not outstanding. Wi-Fi good, and video screen large and bright. Baggage came out very quickly at Heathrow, had the same experience on the return flight to Atlanta. All in all, would fly BA again, but would probably want to make sure it is new seats."
✅ Trip Verified ,A380,Solo Leisure,Business Class,Madrid to San Francisco via London,September 2022,3.0,1.0,1.0,4.0,,3.0,1,no,2," Baby across the aisle cried nonstop and crew yakked in the galley so on this long flight there was no possibility for any sleep or even rest. Mentioning to a crew member that their colleagues were talking loudly made no difference at all. My second meal was something inedible, no way to get a simple bag of crisps or nuts, instead an assortment of dried something. Baggage took 3/4 hour to be delivered and had no priority for Club or even First passengers; we were all kept waiting after many economy bags had been delivered. A380 is a great aircraft but the BA seating is still the very tired old yin/yang configuration with some people stuck in the middle of 3 seats (probably not what anyone is expecting in business class these days)"
✅ Trip Verified ,A380,Solo Leisure,Economy Class,London to Washington,October 2022,3.0,5.0,5.0,3.0,,2.0,5,yes,8,"  Evening flight from LHR to IAD on an A380. Check in at T5 is poor, most of their kiosks don't work well and staff have to be called. Boarding was very poorly managed. The ground staff were overwhelmed because it was a full flight and were struggling to manage passengers. The gate was small and there was insufficient seating for such a big aircraft. The flight was full and it left 50 minutes late but the pilot kept us informed on this issue. Once airborne, service started quite quickly and the cabin crew were very pleasant and helpful. They did their job very professionally and efficiently. They answered the call bells promptly and nothing was too much trouble. They started out with a bar service and were generous with drinks and then came the meal service and the food was very good. The IFE was old and clunky but had sufficient movies and TV programmes for a 7.5 hour flight. The seat was comfortable but legroom was tight. All in, it was an uneventful journey and I would give it the thumbs up but ground services needs attention."
✅ Trip Verified ,A380,Couple Leisure,Economy Class,London to San Francisco,October 2022,1.0,1.0,3.0,3.0,5.0,1.0,1,no,1,"  We boarded our flight at Edinburgh to London for our connecting flight to San Francisco on 4th October, there were a lot of Americas heading back to America from Scotland because of the Open Golf at St Andrews. The woman at the counter was rude, I was actually embarrassed to be British at the time. Shouting, snapping at people and just had a real horrible way about her. On the flight from London to San Francisco, prior to the 24 hour check in, I spent £150+ to reserve two seats for our once in a life time holiday to America. Once we boarded, it was evident that the seat I was sitting in was broken. The recliner button was not working and had been pushed into the frame of the arm rest. I asked the flight attendant at the time of there was anything that could be done, but not only was she also rude, but seemed uninterested in that fact that I was going to have to sit for 11 hours on a flight with a seat that wouldn't recline. I eventually got the flight to state that she would report the fault, only to find out that multiple other seats on the economy seating area were also broken. Attitude with British Airways staff has been absolutely horrendous. So, after getting off the flight, I decided to make a complaint to British Airways. Bearing in mind that I had paid £150+ for the privilege of picking a seat. I asked for a refund for the cost of the booking of the seat prior to the 24 hour check in, only to be told no, they don't do refunds. I paid for a product that was broken, met with nothing but rude staff, and they are telling me they can't refund the cost of booking the seat? 4 emails to the customer team and they are still refusing, they are also refusing to tell me whether or not that the fault was reported prior to me sitting in that seat. All they have now offered me is a £50 BA voucher, which I declined on the basis that if they picked my seats (for example I hadn't payed for the seats prior to the 24 hour check in) then a £50 voucher would be ok, but not when I have spent my own money to select a seat that was broken. After all my experiences with BA, I will not be using them again. Very rude and unhelpful staff and I will chose another carrier in the future, im actually ashamed that BA treats people the way they do when they are a national airline for Great Britain."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Delhi,October 2022,2.0,2.0,1.0,3.0,,4.0,1,no,3,"  While entering the aircraft it was very rushed no smooth boarding people were struggling with cabin luggage and finding their seats and heating was high that I was suffocating. I got faint due to that heat, but the cabin crew were very helping so all the thanks to those who helped me at that time. Other then that when I called cabin crew to ask for some water they took half an hour to response. "
Not Verified ,Boeing 777-300,Couple Leisure,Economy Class,London to Los Angeles,October 2022,3.0,4.0,3.0,4.0,,4.0,4,yes,7,"  LHR-LAX. I prefer the Boeing 777 over the A380 as the seats don't seem too cramped. Check-in was very easy with the kiosks as was bag drop and security at Heathrow. T5 is a whole other story. Once through security its up the escalator, up the stairs, up the elevator, down the escalator get to the gate, no seating, then down an escalator and finally down the jet bridge to the plane. I have been in and out of Heathrow many times but never in T5 before. Anyway cabin crew were pleasant; drinks and meal service were fine. It was a day flight so no real sleeping and passengers were all moving around most of the flight. The entertainment system was good with decent options, so I occupied my time with several movies. Nice landing at LAX. All in all BA was just fine."
✅ Trip Verified ,Boeing 777,Couple Leisure,Business Class,Miami to London Heathrow,October 2022,5.0,5.0,3.0,2.0,,4.0,3,yes,8,"  Flew back to UK from Miami in new Club World Suite - a huge improvement on the elderly Yin and Yang style Club World. Boarding easy. Took off 1/2 hour late due to delayed incoming aircraft but made up this time on way back and landed on time. Very comfortable suite with plenty of storage for bits and pieces. Bedding and large pillow supplied. Attentive FA's - especially Anna who addressed me by name). However, let down by very average catering (not very good short rib beef and underwhelming salmon for my wife). And, sadly, once again a very poor choice of films on the IFE which let down the excellent 17inch touch screen. Refused to pay BA's extortionate pre-pay to book your seat fees, and still got 2 seats together. C'mon BA - do we not pay enough already to travel Club Class ? I can recommend BA's new Club Class and we will travel this way - if we can afford it - in future."
✅ Trip Verified ,A380,Solo Leisure,Business Class,Dubai to London,October 2022,4.0,4.0,4.0,2.0,2.0,4.0,3,yes,9,  I flew with hand baggage but security at Dubai was quick. Entered lounge which was a bit small but good and drink offerings sound. Flight on A380 left on time. Few technical issues with IFE which would have been really irritating had it been a day flight. Decent snack and slept well. Arrivals lounge excellent. Would recommend.
Not Verified ,A320neo,Couple Leisure,Economy Class,London to Cairo,October 2022,1.0,1.0,1.0,,1.0,4.0,1,no,1," London to Cairo. First, on this 5 hour mid morning flight the only complimentary food and drink were a tiny bag of pretzels and a small bottle of water. Even Southwest is more generous. When unable to connect my phone to order food, I hit the FA call button with no response for more than an hour. When the FA came to collect garbage I had to show him the call light and he gruffly asked me what was the matter. He used his phone to place the order."
✅ Trip Verified ,Boeing 777,Solo Leisure,Business Class,Orlando to London Gatwick,October 2022,5.0,5.0,5.0,5.0,4.0,5.0,4,yes,10,"  This review is specifically about Maddie, crew member who took care of us. She was attentive, warm, friendly and nothing was too much trouble. Smiling from start to finish. She should be the brand ambassador for BA."
✅ Trip Verified ,A321neo,Business,Economy Class,London to Cairo,October 2022,2.0,4.0,1.0,,2.0,3.0,1,no,3,"  5 hours in a cramped single aisle aircraft, no inflight entertainment. In economy there is no free catering other than a bottle of water a packet of crisps and a minimal selection of food items for purchase."
Not Verified ,A380,Couple Leisure,Economy Class,Dallas to London,September 2022,2.0,4.0,2.0,4.0,,4.0,3,yes,6,"  DFW-LHR. Had an easy transfer at DFW from American Airlines to British Airways heading to London. First ride on an A380 left me with the feeling that this plane type won't ever be my first choice. Was seated upstairs where the cabin space seemed very roomy, but the seats and rows were very cramped. When the passenger in front reclined the back of the seat was 7 inches from my face and I had a real difficult time trying to view the seat back entertainment screen. The seat itself wasn't too bad but I felt squished and locked in. On a plus side, having a window seat gave me this nice storage area by my side. Ground staff were pleasant and cabin crew were really nice. Plenty of beverages offered and multiple water runs were made during the night. Dinner was rubbish as was the morning pre-landing snack. The entertainment system was very responsive and had a pretty good selection of movies, tv, music and games. All in all it was an OK experience and did get me to London on time and our baggage arrived safely, but I'm not sold on the A380. T5 at LHR is another story that will be in a different review. What a mess that place is."
✅ Trip Verified ,A319,Couple Leisure,Business Class,Jersey to London Heathrow,September 2022,4.0,4.0,4.0,,,3.0,4,yes,7,  Check in at Jersey straightforward. There is a small business class lounge at Jersey with reasonable drinks range and some limited food. Flight boarded on time but take off was delayed due to poor visibility at LHR. Captain kept us well informed and we eventually took off 50 mins behind schedule with a 20 minute late arrival at Heathrow. Good service from the cabin crew and a bacon roll and coffee served. Disappointing that the wait for cases at Heathrow T5 was as long as the flight!
✅ Trip Verified ,A320,Couple Leisure,Business Class,London Heathrow to Jersey,September 2022,4.0,5.0,4.0,,,3.0,4,yes,8,"  Check in at LHR T5 was very quick and queue for security short. We used the South Lounge which was supposed to be the quieter at the time, but was very busy and difficult for our group of 3 to get seated together. Flight boarded on time. Whilst this is only a short flight (35 mins) the service of the cabin crew was outstanding. Glass of champagne, Coronation Chicken Salad and a coffee all served with a smile and a little banter. In spite of some of the issues with BA, their cabin crew are usually exceptional and this was no exception. Flight landed on time and bags delivered quite promptly."
✅ Trip Verified ,A320-200,Solo Leisure,Business Class,Istanbul to London Heathrow,September 2022,1.0,3.0,2.0,1.0,,3.0,2,no,3," The check-in process was smooth. I got access to the IGA Lounge which was nice, but not as nice has the Turkish Airlines Lounge. On board was what all this flight was about. This was my first time flying Intra-European Business Class, and though I was well prepared, I still found it underwhelming. First, the seat is just a normal economy seat, with the middle seat blocked off. There is no personal IFE, so basically no entertainment for a 3-hour flight. Meal service was very slow, and by the time it reached half of the business class cabin, one of the 2 choices ran out, plus the meal was not as good as the economy meal I got on my Turkish Airlines flight a few days ago. I could see that staff did their best, but since there were 32 business class passengers on a single aisle aircraft with a small galley, there was so much they could do. Also, the 32 passengers shared one single WC, meaning a long line for the bath room, something I have rarely seen in business class. Arrived at LHR, we did not get a contact gate, but the thing was that there was no bus either, and the crew announced that they had no idea when the bus would come. It finally came, of course, and the delay was more on the airport than the airline, but since BA is the main operator at Heathrow T5, such things will affect their reputation."
✅ Trip Verified ,Boeing 777-200,Solo Leisure,Business Class,London Heathrow to New York JFK,September 2022,5.0,4.0,4.0,4.0,,5.0,5,yes,9," This is my first time flying BA's new Club Suite, which, in my opinion, is very good. Flight to the US, including mine, departed from concourse C of Terminal 5 which did not have many shopping or dining options. However, it was quiet so finding seating was quite easy. The highlight is the Club Suite, which is spacious and provides a great deal of privacy. Meal service was slow, and everything was served on one tray, all at once. I think now is the time for them to begin to get back to pre-pandemic standard. At least the food tasted good, which was not something I previously experienced on BA flights, even in First Class."
✅ Trip Verified ,,Business,Economy Class,Gothenburg to Jersey via London,June 2022,2.0,2.0,,,,1.0,1,no,1,"  My 7am flight for a conference in June was cancelled with less than 12h notice - without being given any alternative flight or rebook me upon alternative flight. Upon calling customer service, customer service who said she can only get me a flight 2 days later. They did not work with me as I miss 2 days of conference. They asked me to travel to a different airport in Sweden (Stockholm); which I reluctantly agreed to as I was not given any other choice - but I had to pay for that domestic flight myself. Upon reaching the Gothenburg airport on the day of departure, I saw a direct flight to Heathrow, called customer service and was told there is 1 seat available. So I changed to 8.15am from Gothenburg - Heathrow - Jersey. However, at this point BA told me I have to pay a fee of GBP 710 as I “changed my flight a 2nd time”.  I find it a disgrace that BA charge a fee to change a flight that they cancelled, and they were unable to give alternative options to reach my destination in for the conference. BA proposed that I travel to another airport in Sweden at my own expense. I have since contacted BA for the legal compensation I’m entitled to according to UK law, but I got a rejection as they claim I arranged my own travel to my destination. If I have a choice, I will never travel BA again. Such awful customer service and complete lack of understanding of customer needs."
Not Verified ,,Solo Leisure,Premium Economy,Heathrow to Mexico City,September 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  I would like to thank all the air and cabin crew for having the best experience with a very long journey! I don’t know how you manage to keep smiling. Couldn’t fault anything. Helpful, reassuring, excellent food and I can’t wait to fly again. Thank you and I really appreciated you."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Tampa,September 2022,5.0,5.0,5.0,5.0,5.0,5.0,5,yes,10,"  British Airways personnel was just magnificent. My flight into London was delayed, security had long lines, I ran like a madman to find the gate closed but the plane was still there… the lady at the gate worked the computer at 200 miles an hour to allow me to board (the software program was already closed). This while the flight manager, who came towards the gate, urging her to make a decision since the plane was about to loose its take off spot in line. I was sweating from the run, still out of breath while she handed me my passport giving me the green light to board. I bolted again into the plane feeling bad that I did not personally thank her for her magic. I really hope she gets recognized by British Airways for her performance. Thank you for all you do !"
Not Verified ,,Solo Leisure,Economy Class,Sydney to London via Singapore,September 2022,1.0,3.0,2.0,5.0,5.0,4.0,2,yes,4,  Good flight apart from my seat fabric was coming apart on39J and lack of good leg room. Meal was good from Singapore. Should be more snacks on board. My neighbours passenger charger and headphone socket didn’t work.
✅ Trip Verified ,A320,Couple Leisure,Economy Class,London to Lisbon,September 2022,4.0,5.0,1.0,,,3.0,3,yes,5,  Flight was 1 hour late leaving gate. Crew were friendly. Seats comfortable. But the complimentary snack provided was a bag of ready salted crisps.
✅ Trip Verified ,,Business,Business Class,London to Istanbul,September 2022,1.0,1.0,1.0,,,1.0,1,no,1,"  London to Istanbul. British Airways Business Class rows comprise of three seats with the middle seat empty. Front rows about 5-7 are considered as Business Class, with very short leg space.  No pillows, no blanket, horrible inflight service, staff were harassing me. No curtesy for business Class check-in while waiting for flights. "
Not Verified ,,Couple Leisure,Economy Class,London to Manchester,September 2022,4.0,1.0,2.0,1.0,1.0,1.0,1,no,2, London to Manchester. British Airways is probably the worst air company I have ever flown with they took 2 hours to unload the luggage and the flight was delayed by an hour. The staff were no help and frankly rude.
Not Verified ,Boeing 777,Family Leisure,Economy Class,London to Rome,August 2022,4.0,4.0,3.0,,,1.0,2,no,2,  Flight was cancelled at the last minute due to “weather” despite pretty much all other flights not being affected. Booked onto a flight the next day. Arrived at the airport 2.5 hours ahead T5. Horrendous check-in and security delays meant we almost missed the new flight. The flight was fine once we got on it but the damage was done.
✅ Trip Verified ,,Couple Leisure,Business Class,London Gatwick to Malaga,September 2022,3.0,5.0,5.0,1.0,1.0,4.0,3,yes,7,"  After having a few not so good experiences in the past, I feel I have to write a positive review as well where it is deserved. First of all, the improvement in the BA lounge in Gatwick is massive. The buffet was a joy. We flew on a BA flight but operated by Iberia Express. Wonderful staff and the food was exceptional. Whoever brought in this change of food supplier ... congratulations! Also may I add that this time business class was not 11 rows like last time, but 5 rows which was definitely a big improvement and could be felt in a much more attentive service. I am still not clear on luggage being labelled ""priority"". The luggage certainly does not come out first in the destination airports."
Not Verified ,,Business,Economy Class,Heathrow to Tenerife,November 2021,,,,,,,1,no,1,"  This review is for BA booking system not a flight . Today I clicked wrong date on line, my mistake and expect to pay a fee. I then go to “cancel booking” and click on the option to not receive a voucher, immediately I received a response saying my voucher is on its way. I call them and speak to a gentleman who continuously spoke over me and would not listen to my concerns and eventually I give up and want to book a new flight, obviously at a much higher price but using the voucher I didn’t want. However to my surprise I am unable to use this voucher because they can’t tell me what it is until I receive it at a point in the future that they can’t say when. So they now have my money and I have to re-book at full cost. In the end in order to get me off the phone they hung up."
✅ Trip Verified ,,Couple Leisure,Economy Class,Manchester to Seattle via London,August 2022,3.0,2.0,1.0,2.0,,4.0,3,no,4,  Manchester to Seattle via London. I will never fly BA again. They cancelled my return flight from Heathrow back to Manchester and then cancelled the alternative offered. We had to get our son come all the way to London to pick us up and take us to our car in Manchester. The food was terrible and on the return journey as soon as they had finished serving they were round taking our trays so that they could settle down for the night. I will not be flying BA again
✅ Trip Verified ,,Couple Leisure,Premium Economy,San Francisco to London,April 2022,2.0,1.0,2.0,3.0,,1.0,1,no,1,"  Our flight in March 2022 from San Francisco to London on 28th March was cancelled with 3 hours’ notice. We found out on the shuttle bus to the airport. We had to stay overnight for the next day flight. We still have not been recompensed for our expenses (filled in on line) and have received no replies on follow-ups. It is the usual 30 min or longer time to wait on customer service picking up. During this trip, we had to re-schedule a return flight (my wife was ill). This should not have been a problem as the flights were re-bookable. We were given a voucher. This voucher was only bookable by phone. When I phoned to rebook, we got the automated voice saying BA were not taking flight bookings by phone. You can see the problem - how do a use a voucher where I must phone and they are not taking phone bookings ? All I have been offered is another voucher. The time to use has passed. It must be great to be a business that can print endless A4 vouchers and not return money paid for services not rendered. We returned home with Aer Lingus with no drama."
Not Verified ,,Couple Leisure,Economy Class,Berlin to London City,August 2022,3.0,5.0,4.0,,,2.0,4,yes,10,"  I sat in seat 25C. Our Cabin Crew lady was called Gina and she went above and beyond to keep the customers happy. She greeted us as we boarded with a very cheery smile, she engaged with two families travelling with young children and gave out games and books. Her trolley service was excellent and she took great care in what she was doing. She had time for a quick chat and I think she said she was half German and half Bulgarian, a really lovely young lady who is a credit to British Airways."
✅ Trip Verified ,Boeing 787,Couple Leisure,Economy Class,Tel Aviv to London,August 2022,5.0,5.0,5.0,5.0,,3.0,4,yes,9,"  Full afternoon flight. Ready to fly on time. Arrived early. Uneventful flight. Good service. Pre dinner drinks. Drink with meal. Coffee, Drinks available at back. AVML meal was tasty. Hard working crew on a full flight. Audio worked well."
✅ Trip Verified ,,Solo Leisure,Business Class,London to Manila via Singapore,June 2022,1.0,1.0,1.0,1.0,,1.0,1,no,1,"  I was told I'd require a 48 hr negative covid test for entry into Philippines. Booked my trip via BA.com, with a transfer in Singapore. They delay my transfer to the next day, okay, not too bothered as have my 48 hr negative covid test, but when I try to check in at Changi Airport, the Philippines Airlines check in staff require a 24 hr negative covid test. Had to rush to a different terminal, get tested, wait for the result, rush back to check in ...the gate had closed.  Had to book an extra night in Singapore hotel, book my own flight to Manila, then also the return journey back to London. If one misses one leg of a BA booked flight, the remaining flights get cancelled.  I discovered Oman Air Business Class and better then British Airways, from treating their customers, quality of service, the business class experience."
✅ Trip Verified ,,Solo Leisure,Economy Class,London to Barcelona,June 2022,1.0,2.0,1.0,,,1.0,1,no,1,"  Having been promised help to find a hotel room after an outgoing flight from Heathrow was running very late and my hotel would be closed, I boarded the plane on this basis. I was subsequently dumped at Barcelona airport at 0038 to sleep the night on the floor. There was no help at there to find a hotel. I have MS and can't walk without help, BA did nothing, their partners Iberia did nothing. At about 3 am some kind people helped me to an more secure area and toilet and got me some sandwiches. I lost my holiday, my hotel booking, and my music course. BA insist it's not their fault it's the hotels for closing. I would not have got on the plane had I known. I found out I could go to arbitration. BA now say they will withdraw the 'offer' of expenses if I do. Their policy of refusing all compensation for what would have been a dreadful experience for any passenger, is bad enough. For someone who is not mobile, it seems to have ditched the specific responsibilities of Duty of Care and towards Disabled Passengers. So for people with disabilities it's just not worth the risk of travelling with BA."
✅ Trip Verified ,,Business,Business Class,Los Angeles to Thessaloniki via London,June 2022,2.0,2.0,1.0,,,1.0,1,no,1,"  I am a business class customer. British Airways cancelled my return flight and chose an alternative flight with 3 stops. After I complained, they changed the date. When I told them the date would not work, they attempted to charge me additional $5,000 for the change. I submitted a complaint and have not heard anything.  If you try to reach out, no chance."
✅ Trip Verified ,,Couple Leisure,Economy Class,Boston to Dublin via London,August 2022,5.0,5.0,5.0,5.0,1.0,5.0,5,yes,10,"  Barbara Collins was super helpful. My boyfriend & I booked flights separately thinking we were on the same one but we found out at check in that he was on separate, slightly later one. Barbara was able to make some changes to ensure we flew together & even managed to put us sitting together! Much appreciate BA! We had a terrific flight over. Food, drinks & nibbles were great & staff were so friendly. Looking forward to returning home with BA."
Not Verified ,,Couple Leisure,Economy Class,London to New York,July 2022,5.0,5.0,5.0,5.0,5.0,5.0,3,yes,10,"  My husband, parents who are in their 80’s and I were traveling back to NY from Naples, Italy and had a stopover at Heathrow, London. Let me just say we were not happy when we arrived late to London and missed our connecting flight back to NY. The reason writing this review is the great customer service that Kashmir Dhami gave us. She was very helpful in booking all four of us on the same flight the very next day, which was very hard to do because we all had different bookings so it just made it all so difficult, but she got it done! She is so kind and is amazing at her job."
Not Verified ,Boeing 777,Family Leisure,Economy Class,Cape Town to London Heathrow,August 2022,2.0,1.0,1.0,3.0,,4.0,3,no,1,"  On our recommendation my son and his young family (child 4 and baby 9 months) and wife, flew BA to the USA from Cape Town, leaving yesterday evening. Just got off the call with him, after their arrival at Heathrow. Shocked at what he told us re the cabin service provided (or not!!) especially as my wife and I have used them many times a year for + 20 years of business flights from RSA, this our recommendation to him to use them for his holiday. My grandson had a coughing fit, so they asked (bell push) 4 times for glass of water - all ignored. Last one was told ""wait till drinks are served!"" Then when evening meal served - no food available for the 4 year old, which was pre-ordered online, they said nothing available and when my son explained it had been pre-ordered - the cabin staff supervisors response - ""prove it Sir"", that sealed it for us, if that’s the BA response to what’s seen as cattle class - it will permeate to our normal travel class, so our next booking will be an alternate."
Not Verified ,,Couple Leisure,Premium Economy,Dallas Ft Worth to London,May 2022,3.0,5.0,5.0,,,4.0,4,yes,8,"  We had a nice flight. pushed-off exactly on time. Cabin crew very efficient in all things; friendly for the most part as well. Dinner (hot!) and complimentary wine served in premium economy very good. Do avoid middle seats though, even in premium economy. Only issue was with indifferent/non-helpful BA call center who refused to honor one world status to select seat choice in advance. Nice start to a 3 week trip to England."
✅ Trip Verified ,,Family Leisure,Economy Class,London to Amsterdam,July 2022,1.0,1.0,1.0,,,1.0,1,no,1,"  Holidays ruined, 2 suitcases lost in 2 flights I travelled from London Heathrow to Amsterdam with my brother, before boarding we were told we couldn't take our cabin suitcases with us in the cabin, so they sent them to the cargo. At our arrival in Amsterdam, one of the suitcases was missing, left at London Heathrow, so we had to fill in a report in Amsterdam, this was 3 days ago and we still don't have the suitcase or any information about it. Today I travelled from Amsterdam to London City Airport, again they didn't allow me to board with my cabin suitcase, and when I arrived in London, the suitcase was missing, left in Amsterdam. 2 Suitcases, 2 different flights, they've ruined my holidays. No compensation, no dates on when will I get my property back, no information, lies and more lies.  I was told I could complain online and buy all the things I need, shoes, toiletries, clothes, and I might receive the money back in 30 days! Yes, I might."
✅ Trip Verified ,A320,Solo Leisure,Business Class,London to Marrakesh,June 2022,1.0,1.0,1.0,1.0,1.0,1.0,1,no,1, Despite BA's promise to credit double tier points for a holiday booked on their website I have received no additional points and my four email communications (including to the Chief Executive) have remained unanswered. Do not be taken in by this marketing con - they just want you to book a holiday and then do not follow up on their promises. Some things just do not change at BA.
